PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
343,0,1,"Passenger, Person 343",male,24.9,0,0,TICKET_1343,56.59,S
344,1,2,"Passenger, Person 344",female,19.5,1,0,TICKET_1344,23.09,S
345,0,2,"Passenger, Person 345",male,30.1,1,0,TICKET_1345,40.78,S
346,1,3,"Passenger, Person 346",female,18.6,2,0,TICKET_1346,7.1,S
347,0,3,"Passenger, Person 347",male,39.6,1,0,TICKET_1347,15.66,S
348,1,1,"Passenger, Person 348",female,63.7,0,2,TICKET_1348,60.48,Q
349,0,2,"Passenger, Person 349",male,,0,0,TICKET_1349,25.43,S
350,1,3,"Passenger, Person 350",female,4.0,0,0,TICKET_1350,10.21,C
351,1,3,"Passenger, Person 351",female,30.2,0,0,TICKET_1351,9.52,S
352,0,3,"Passenger, Person 352",female,30.7,0,1,TICKET_1352,12.73,S
353,1,3,"Passenger, Person 353",female,15.5,0,0,TICKET_1353,11.64,C
354,1,1,"Passenger, Person 354",female,15.4,0,0,TICKET_1354,62.25,S
355,0,1,"Passenger, Person 355",male,23.2,1,0,TICKET_1355,39.08,C
356,0,3,"Passenger, Person 356",male,0.5,0,0,TICKET_1356,10.92,S
357,0,1,"Passenger, Person 357",male,51.3,0,0,TICKET_1357,130.45,S
358,1,3,"Passenger, Person 358",female,0.5,0,0,TICKET_1358,8.45,C
359,0,3,"Passenger, Person 359",male,13.4,0,0,TICKET_1359,10.44,S
360,0,3,"Passenger, Person 360",female,,1,0,TICKET_1360,17.83,C
361,0,2,"Passenger, Person 361",male,33.0,1,0,TICKET_1361,15.26,Q
362,0,3,"Passenger, Person 362",male,10.9,3,0,TICKET_1362,15.79,S
363,0,3,"Passenger, Person 363",male,22.6,0,0,TICKET_1363,9.13,S
364,1,3,"Passenger, Person 364",female,,0,0,TICKET_1364,14.1,S
365,0,3,"Passenger, Person 365",male,3.0,0,2,TICKET_1365,13.76,S
366,0,2,"Passenger, Person 366",male,15.6,0,1,TICKET_1366,35.07,C
367,0,3,"Passenger, Person 367",male,43.0,1,0,TICKET_1367,13.39,S
368,1,3,"Passenger, Person 368",male,47.3,1,0,TICKET_1368,12.41,S
369,1,1,"Passenger, Person 369",male,,1,0,TICKET_1369,380.76,S
370,1,1,"Passenger, Person 370",male,47.5,0,0,TICKET_1370,47.15,S
371,1,1,"Passenger, Person 371",female,28.8,1,0,TICKET_1371,35.51,C
372,0,1,"Passenger, Person 372",male,12.4,0,2,TICKET_1372,42.92,S
373,0,1,"Passenger, Person 373",male,,1,0,TICKET_1373,203.8,Q
374,0,3,"Passenger, Person 374",male,15.3,0,0,TICKET_1374,7.55,S
375,1,1,"Passenger, Person 375",male,36.1,0,0,TICKET_1375,54.5,S
376,0,2,"Passenger, Person 376",male,29.2,0,0,TICKET_1376,21.42,S
377,0,3,"Passenger, Person 377",male,,2,0,TICKET_1377,7.5,S
378,0,1,"Passenger, Person 378",male,56.4,0,0,TICKET_1378,51.52,Q
379,0,3,"Passenger, Person 379",male,35.6,0,0,TICKET_1379,8.65,S
380,0,2,"Passenger, Person 380",female,35.6,1,1,TICKET_1380,12.68,C
381,1,1,"Passenger, Person 381",female,39.1,0,0,TICKET_1381,49.75,S
382,0,3,"Passenger, Person 382",female,28.8,0,1,TICKET_1382,31.06,S
383,0,3,"Passenger, Person 383",male,33.2,0,1,TICKET_1383,15.05,S
384,0,3,"Passenger, Person 384",male,,0,0,TICKET_1384,10.49,S
385,0,3,"Passenger, Person 385",male,11.7,2,1,TICKET_1385,14.4,S
386,0,3,"Passenger, Person 386",male,,1,0,TICKET_1386,9.99,S
387,1,2,"Passenger, Person 387",female,36.2,0,2,TICKET_1387,22.05,C
388,1,1,"Passenger, Person 388",male,45.7,3,0,TICKET_1388,204.65,S
389,1,3,"Passenger, Person 389",male,29.2,0,0,TICKET_1389,13.54,S
390,1,3,"Passenger, Person 390",male,,0,0,TICKET_1390,10.14,S
391,1,3,"Passenger, Person 391",female,2.9,0,0,TICKET_1391,9.78,S
392,1,2,"Passenger, Person 392",male,35.0,0,2,TICKET_1392,11.62,Q
393,1,2,"Passenger, Person 393",male,,0,0,TICKET_1393,59.64,S
394,0,3,"Passenger, Person 394",male,,2,0,TICKET_1394,11.79,S
395,0,2,"Passenger, Person 395",male,,1,0,TICKET_1395,25.46,S
396,0,3,"Passenger, Person 396",male,9.4,0,2,TICKET_1396,12.1,S
397,0,3,"Passenger, Person 397",male,27.8,0,0,TICKET_1397,20.66,S
398,1,2,"Passenger, Person 398",male,19.9,1,0,TICKET_1398,32.67,S
399,0,3,"Passenger, Person 399",male,,2,0,TICKET_1399,22.6,S
400,0,3,"Passenger, Person 400",male,39.3,1,0,TICKET_1400,25.22,S
401,0,1,"Passenger, Person 401",male,16.9,0,0,TICKET_1401,70.91,C
402,0,3,"Passenger, Person 402",male,25.6,1,0,TICKET_1402,11.05,S
403,1,3,"Passenger, Person 403",female,27.7,0,0,TICKET_1403,8.96,C
404,0,3,"Passenger, Person 404",female,,0,0,TICKET_1404,10.74,S
405,0,2,"Passenger, Person 405",male,,0,0,TICKET_1405,61.66,C
406,0,3,"Passenger, Person 406",male,,0,0,TICKET_1406,8.55,S
407,0,2,"Passenger, Person 407",male,25.6,0,0,TICKET_1407,23.98,S
408,0,1,"Passenger, Person 408",male,,0,1,TICKET_1408,31.68,S
409,1,3,"Passenger, Person 409",female,28.8,0,2,TICKET_1409,23.06,S
410,0,1,"Passenger, Person 410",male,39.6,1,0,TICKET_1410,52.99,S
411,1,2,"Passenger, Person 411",female,38.5,0,0,TICKET_1411,26.62,S
412,0,3,"Passenger, Person 412",male,28.4,0,0,TICKET_1412,18.52,S
413,1,3,"Passenger, Person 413",male,15.0,0,0,TICKET_1413,18.4,S
414,0,3,"Passenger, Person 414",female,17.3,2,0,TICKET_1414,24.38,S
415,1,3,"Passenger, Person 415",female,,0,0,TICKET_1415,17.45,C
416,1,2,"Passenger, Person 416",female,38.8,0,0,TICKET_1416,21.35,S
417,0,2,"Passenger, Person 417",female,37.0,0,2,TICKET_1417,29.28,S
418,1,2,"Passenger, Person 418",male,15.8,1,0,TICKET_1418,50.58,S
419,0,3,"Passenger, Person 419",female,48.0,3,0,TICKET_1419,7.11,S
420,1,3,"Passenger, Person 420",male,10.3,0,0,TICKET_1420,7.06,S
421,1,3,"Passenger, Person 421",female,25.9,0,0,TICKET_1421,9.2,C
422,1,3,"Passenger, Person 422",male,9.5,1,0,TICKET_1422,7.85,S
423,1,1,"Passenger, Person 423",female,12.8,0,0,TICKET_1423,127.28,S
424,0,3,"Passenger, Person 424",male,,0,0,TICKET_1424,8.56,S
425,0,1,"Passenger, Person 425",male,41.7,0,0,TICKET_1425,35.77,S
426,0,3,"Passenger, Person 426",male,20.2,0,2,TICKET_1426,26.2,C
427,1,2,"Passenger, Person 427",female,46.3,0,0,TICKET_1427,23.24,C
428,0,3,"Passenger, Person 428",male,32.2,0,0,TICKET_1428,17.66,S
429,1,2,"Passenger, Person 429",male,43.2,1,0,TICKET_1429,36.98,S
430,1,1,"Passenger, Person 430",male,,2,0,TICKET_1430,51.32,S
431,1,1,"Passenger, Person 431",male,60.6,0,0,TICKET_1431,96.95,S
432,0,3,"Passenger, Person 432",female,38.8,1,1,TICKET_1432,15.49,S
433,0,3,"Passenger, Person 433",male,13.3,0,2,TICKET_1433,15.92,S
434,1,1,"Passenger, Person 434",female,,0,2,TICKET_1434,183.87,S
435,1,1,"Passenger, Person 435",male,7.9,0,0,TICKET_1435,128.9,S
436,0,3,"Passenger, Person 436",male,22.3,2,1,TICKET_1436,23.82,S
437,1,1,"Passenger, Person 437",female,35.0,1,0,TICKET_1437,274.6,C
438,1,3,"Passenger, Person 438",female,16.4,0,0,TICKET_1438,15.61,S
439,0,3,"Passenger, Person 439",male,,1,0,TICKET_1439,10.38,C
440,0,1,"Passenger, Person 440",male,39.1,0,1,TICKET_1440,59.61,S
441,1,1,"Passenger, Person 441",female,34.9,2,0,TICKET_1441,152.73,S
442,0,3,"Passenger, Person 442",male,15.5,1,0,TICKET_1442,13.62,C
443,1,2,"Passenger, Person 443",female,1.7,2,0,TICKET_1443,19.47,C
444,1,2,"Passenger, Person 444",female,,0,0,TICKET_1444,24.14,S
445,0,3,"Passenger, Person 445",female,8.8,0,0,TICKET_1445,8.21,S
446,0,3,"Passenger, Person 446",male,20.0,0,1,TICKET_1446,9.04,C
447,1,3,"Passenger, Person 447",female,25.4,0,0,TICKET_1447,13.53,S
448,0,3,"Passenger, Person 448",male,26.3,0,0,TICKET_1448,18.55,S
449,0,2,"Passenger, Person 449",male,22.4,0,0,TICKET_1449,13.33,C
450,1,1,"Passenger, Person 450",male,41.3,0,0,TICKET_1450,135.34,S
451,1,3,"Passenger, Person 451",male,,0,0,TICKET_1451,7.01,S
452,1,3,"Passenger, Person 452",female,33.8,0,0,TICKET_1452,18.32,S
453,0,2,"Passenger, Person 453",female,29.0,0,0,TICKET_1453,29.39,S
454,0,3,"Passenger, Person 454",female,21.6,2,0,TICKET_1454,20.28,S
455,0,1,"Passenger, Person 455",male,22.0,0,0,TICKET_1455,102.4,S
456,0,3,"Passenger, Person 456",male,35.7,0,0,TICKET_1456,25.73,S
457,1,1,"Passenger, Person 457",male,37.5,1,0,TICKET_1457,32.43,S
458,1,3,"Passenger, Person 458",female,29.2,0,0,TICKET_1458,12.95,S
459,0,1,"Passenger, Person 459",male,36.2,0,2,TICKET_1459,82.79,S
460,1,1,"Passenger, Person 460",female,11.7,0,0,TICKET_1460,72.8,Q
461,1,1,"Passenger, Person 461",male,,0,0,TICKET_1461,113.11,S
462,1,3,"Passenger, Person 462",male,13.6,2,0,TICKET_1462,12.99,Q
463,1,3,"Passenger, Person 463",female,,0,0,TICKET_1463,10.05,S
464,0,3,"Passenger, Person 464",male,34.2,0,2,TICKET_1464,9.39,C
465,1,3,"Passenger, Person 465",female,6.5,0,0,TICKET_1465,7.31,S
466,0,2,"Passenger, Person 466",female,49.2,0,0,TICKET_1466,44.81,S
467,1,2,"Passenger, Person 467",male,40.1,1,0,TICKET_1467,10.58,C
468,0,3,"Passenger, Person 468",male,17.4,0,0,TICKET_1468,8.28,C
469,0,1,"Passenger, Person 469",male,,0,1,TICKET_1469,50.97,S
470,1,3,"Passenger, Person 470",female,33.9,0,0,TICKET_1470,16.15,S
471,0,1,"Passenger, Person 471",male,21.3,0,0,TICKET_1471,147.15,S
472,0,3,"Passenger, Person 472",male,28.2,0,0,TICKET_1472,12.6,C
473,0,1,"Passenger, Person 473",male,52.0,1,0,TICKET_1473,26.18,S
474,0,3,"Passenger, Person 474",female,29.4,1,1,TICKET_1474,29.03,S
475,0,3,"Passenger, Person 475",male,23.5,2,0,TICKET_1475,20.18,S
476,1,3,"Passenger, Person 476",female,30.5,1,0,TICKET_1476,15.08,S
477,1,1,"Passenger, Person 477",female,42.0,1,0,TICKET_1477,101.8,C
478,0,3,"Passenger, Person 478",male,,0,0,TICKET_1478,39.57,S
479,0,3,"Passenger, Person 479",male,,1,0,TICKET_1479,9.56,S
480,0,3,"Passenger, Person 480",female,24.6,1,0,TICKET_1480,8.81,S
481,0,3,"Passenger, Person 481",male,15.3,1,0,TICKET_1481,11.67,S
482,0,3,"Passenger, Person 482",female,11.6,0,0,TICKET_1482,7.47,S
483,1,3,"Passenger, Person 483",male,,0,0,TICKET_1483,37.72,S
484,0,3,"Passenger, Person 484",male,27.6,1,2,TICKET_1484,14.1,Q
485,0,3,"Passenger, Person 485",female,34.4,1,0,TICKET_1485,13.51,S
486,0,3,"Passenger, Person 486",male,19.8,3,0,TICKET_1486,15.53,S
487,1,1,"Passenger, Person 487",male,22.7,0,0,TICKET_1487,44.49,C
488,1,2,"Passenger, Person 488",male,,0,0,TICKET_1488,39.87,S
489,1,3,"Passenger, Person 489",male,30.3,0,0,TICKET_1489,14.58,Q
490,0,3,"Passenger, Person 490",male,15.1,1,1,TICKET_1490,17.08,C
491,0,3,"Passenger, Person 491",male,,0,0,TICKET_1491,11.31,S
492,0,3,"Passenger, Person 492",female,,0,0,TICKET_1492,18.33,S
493,0,2,"Passenger, Person 493",male,,3,0,TICKET_1493,30.43,S
494,1,1,"Passenger, Person 494",female,,0,0,TICKET_1494,60.23,S
495,0,3,"Passenger, Person 495",male,26.9,1,0,TICKET_1495,8.41,C
496,0,2,"Passenger, Person 496",female,22.3,0,0,TICKET_1496,20.53,S
497,0,3,"Passenger, Person 497",male,,1,0,TICKET_1497,22.02,S
498,1,1,"Passenger, Person 498",female,,0,0,TICKET_1498,26.92,S
499,0,3,"Passenger, Person 499",male,29.5,1,0,TICKET_1499,10.86,S
500,0,3,"Passenger, Person 500",male,28.7,2,0,TICKET_1500,14.12,S
501,0,3,"Passenger, Person 501",male,39.3,0,0,TICKET_1501,17.21,C
502,0,3,"Passenger, Person 502",male,9.9,0,0,TICKET_1502,9.21,S
503,1,2,"Passenger, Person 503",male,25.3,0,0,TICKET_1503,38.26,S
504,0,3,"Passenger, Person 504",male,32.1,0,0,TICKET_1504,35.63,S
505,1,3,"Passenger, Person 505",female,,1,0,TICKET_1505,14.69,C
506,0,1,"Passenger, Person 506",male,43.9,0,0,TICKET_1506,34.12,S
507,0,3,"Passenger, Person 507",male,37.4,0,0,TICKET_1507,10.3,C
508,0,3,"Passenger, Person 508",male,35.5,0,0,TICKET_1508,16.71,S
509,1,3,"Passenger, Person 509",female,11.3,1,0,TICKET_1509,9.01,Q
510,0,3,"Passenger, Person 510",male,34.8,2,0,TICKET_1510,9.42,S
511,0,3,"Passenger, Person 511",male,24.2,0,0,TICKET_1511,12.74,S
512,0,2,"Passenger, Person 512",male,22.7,0,1,TICKET_1512,53.5,S
513,1,3,"Passenger, Person 513",female,,0,0,TICKET_1513,8.47,S
514,1,3,"Passenger, Person 514",female,,0,0,TICKET_1514,9.44,S
515,0,1,"Passenger, Person 515",male,34.4,0,0,TICKET_1515,65.61,S
516,1,1,"Passenger, Person 516",female,60.4,0,0,TICKET_1516,113.66,S
517,1,2,"Passenger, Person 517",female,31.4,0,0,TICKET_1517,23.67,S
518,1,3,"Passenger, Person 518",male,20.3,0,0,TICKET_1518,7.79,Q
519,0,3,"Passenger, Person 519",female,,0,0,TICKET_1519,8.51,S
520,0,1,"Passenger, Person 520",male,,0,0,TICKET_1520,125.16,C
521,0,3,"Passenger, Person 521",male,32.2,0,0,TICKET_1521,14.59,S
522,1,2,"Passenger, Person 522",male,28.6,1,0,TICKET_1522,49.78,S
523,0,3,"Passenger, Person 523",male,54.8,1,0,TICKET_1523,18.23,S
524,0,3,"Passenger, Person 524",male,28.2,0,0,TICKET_1524,7.17,S
525,1,3,"Passenger, Person 525",female,40.3,0,0,TICKET_1525,9.29,Q
526,0,3,"Passenger, Person 526",male,23.2,1,0,TICKET_1526,24.71,S
527,0,2,"Passenger, Person 527",male,,2,0,TICKET_1527,57.34,C
528,0,2,"Passenger, Person 528",male,31.4,0,0,TICKET_1528,20.9,Q
529,1,1,"Passenger, Person 529",female,62.3,0,0,TICKET_1529,65.99,S
530,0,3,"Passenger, Person 530",male,37.7,0,0,TICKET_1530,12.43,Q
531,1,3,"Passenger, Person 531",male,35.5,0,1,TICKET_1531,22.01,S
532,0,3,"Passenger, Person 532",male,21.2,0,2,TICKET_1532,14.35,Q
533,0,3,"Passenger, Person 533",male,18.1,0,0,TICKET_1533,16.16,S
534,1,3,"Passenger, Person 534",female,,1,0,TICKET_1534,47.29,S
535,0,3,"Passenger, Person 535",female,36.2,0,0,TICKET_1535,9.12,C
536,0,3,"Passenger, Person 536",male,,0,0,TICKET_1536,14.82,S
537,0,3,"Passenger, Person 537",female,37.8,0,0,TICKET_1537,11.93,S
538,0,2,"Passenger, Person 538",male,,0,0,TICKET_1538,31.91,S
539,0,3,"Passenger, Person 539",female,14.0,0,1,TICKET_1539,7.12,S
540,0,1,"Passenger, Person 540",male,48.5,0,0,TICKET_1540,39.29,S
541,0,3,"Passenger, Person 541",male,23.3,1,0,TICKET_1541,15.38,C
542,0,3,"Passenger, Person 542",male,28.7,0,0,TICKET_1542,13.7,S
543,1,1,"Passenger, Person 543",female,,1,1,TICKET_1543,74.2,S
544,0,3,"Passenger, Person 544",male,41.2,2,0,TICKET_1544,7.26,S
545,0,3,"Passenger, Person 545",male,30.1,0,0,TICKET_1545,12.07,S
546,0,2,"Passenger, Person 546",male,34.1,0,0,TICKET_1546,28.07,C
547,0,1,"Passenger, Person 547",female,,0,1,TICKET_1547,34.25,C
548,1,3,"Passenger, Person 548",male,9.2,1,0,TICKET_1548,14.84,Q
549,1,3,"Passenger, Person 549",female,28.4,2,1,TICKET_1549,19.11,S
550,1,3,"Passenger, Person 550",female,,1,0,TICKET_1550,19.26,S
551,0,3,"Passenger, Person 551",male,37.2,0,0,TICKET_1551,12.86,Q
552,0,3,"Passenger, Person 552",female,23.1,0,0,TICKET_1552,22.61,C
553,0,3,"Passenger, Person 553",male,63.9,0,0,TICKET_1553,10.97,S
554,1,3,"Passenger, Person 554",female,52.7,0,0,TICKET_1554,24.56,S
555,0,3,"Passenger, Person 555",male,22.8,0,1,TICKET_1555,9.2,Q
556,1,2,"Passenger, Person 556",female,41.4,0,0,TICKET_1556,22.73,S
557,1,1,"Passenger, Person 557",female,53.2,1,0,TICKET_1557,62.34,S
558,1,1,"Passenger, Person 558",female,39.4,0,0,TICKET_1558,57.87,S
559,1,3,"Passenger, Person 559",female,5.3,0,0,TICKET_1559,11.32,S
560,1,3,"Passenger, Person 560",male,3.6,0,0,TICKET_1560,9.08,S
561,0,3,"Passenger, Person 561",male,17.5,1,0,TICKET_1561,9.11,S
562,1,1,"Passenger, Person 562",female,33.2,1,0,TICKET_1562,37.17,S
563,1,1,"Passenger, Person 563",male,46.7,0,0,TICKET_1563,41.72,S
564,1,1,"Passenger, Person 564",male,32.8,0,2,TICKET_1564,80.69,S
565,0,2,"Passenger, Person 565",female,50.1,0,0,TICKET_1565,16.67,S
566,0,3,"Passenger, Person 566",female,,2,1,TICKET_1566,12.14,C
567,0,2,"Passenger, Person 567",female,26.9,0,0,TICKET_1567,29.62,Q
568,0,2,"Passenger, Person 568",male,32.8,0,0,TICKET_1568,18.64,S
569,1,3,"Passenger, Person 569",female,,0,0,TICKET_1569,8.07,S
570,0,2,"Passenger, Person 570",male,48.2,0,0,TICKET_1570,17.37,Q
571,0,3,"Passenger, Person 571",female,34.5,1,1,TICKET_1571,10.38,S
572,0,3,"Passenger, Person 572",male,23.5,0,0,TICKET_1572,12.52,S
573,1,2,"Passenger, Person 573",female,14.7,0,0,TICKET_1573,10.43,C
574,1,3,"Passenger, Person 574",female,23.1,0,1,TICKET_1574,12.85,S
575,0,3,"Passenger, Person 575",male,,0,0,TICKET_1575,8.21,C
576,0,3,"Passenger, Person 576",female,8.8,2,0,TICKET_1576,12.76,C
577,0,1,"Passenger, Person 577",male,,0,0,TICKET_1577,31.1,S
578,0,3,"Passenger, Person 578",female,,1,1,TICKET_1578,8.63,S
579,0,3,"Passenger, Person 579",female,,1,0,TICKET_1579,7.54,S
580,0,2,"Passenger, Person 580",male,14.6,0,0,TICKET_1580,33.72,S
581,0,3,"Passenger, Person 581",female,13.1,0,0,TICKET_1581,11.46,S
582,0,3,"Passenger, Person 582",female,,0,2,TICKET_1582,14.88,S
583,0,3,"Passenger, Person 583",male,,1,0,TICKET_1583,17.4,S
584,0,2,"Passenger, Person 584",male,19.7,0,0,TICKET_1584,14.51,C
585,1,3,"Passenger, Person 585",female,,0,0,TICKET_1585,12.09,S
586,1,2,"Passenger, Person 586",female,,0,2,TICKET_1586,24.33,S
587,1,1,"Passenger, Person 587",female,,1,1,TICKET_1587,199.29,S
588,0,1,"Passenger, Person 588",female,53.9,0,2,TICKET_1588,81.91,S
589,1,1,"Passenger, Person 589",male,46.3,0,0,TICKET_1589,75.25,S
590,1,1,"Passenger, Person 590",female,0.5,0,0,TICKET_1590,64.39,S
591,0,1,"Passenger, Person 591",male,47.2,0,0,TICKET_1591,40.26,S
592,1,3,"Passenger, Person 592",male,1.4,1,1,TICKET_1592,8.5,C
593,0,1,"Passenger, Person 593",male,37.7,0,0,TICKET_1593,42.97,Q
594,0,2,"Passenger, Person 594",male,18.1,1,0,TICKET_1594,11.87,S
595,0,3,"Passenger, Person 595",male,28.3,1,1,TICKET_1595,9.87,S
596,0,3,"Passenger, Person 596",male,24.7,0,0,TICKET_1596,7.15,S
597,0,3,"Passenger, Person 597",female,,1,0,TICKET_1597,24.56,S
598,0,1,"Passenger, Person 598",male,43.7,0,0,TICKET_1598,53.03,S
599,0,1,"Passenger, Person 599",male,24.4,0,0,TICKET_1599,64.12,C
600,0,1,"Passenger, Person 600",male,18.7,0,0,TICKET_1600,34.32,S
601,1,1,"Passenger, Person 601",male,29.2,0,0,TICKET_1601,28.19,S
602,1,2,"Passenger, Person 602",male,28.6,0,0,TICKET_1602,33.69,S
603,1,1,"Passenger, Person 603",male,,0,0,TICKET_1603,79.96,Q
604,0,1,"Passenger, Person 604",male,45.2,1,0,TICKET_1604,117.95,C
605,1,1,"Passenger, Person 605",female,48.2,0,0,TICKET_1605,35.55,S
606,0,3,"Passenger, Person 606",male,18.4,0,0,TICKET_1606,9.92,S
607,0,1,"Passenger, Person 607",male,29.0,0,0,TICKET_1607,44.02,S
608,1,2,"Passenger, Person 608",male,0.5,1,0,TICKET_1608,18.26,S
609,1,3,"Passenger, Person 609",female,15.6,1,0,TICKET_1609,8.84,S
610,0,3,"Passenger, Person 610",male,15.9,0,0,TICKET_1610,19.43,C
611,0,1,"Passenger, Person 611",male,,1,1,TICKET_1611,49.05,C
612,1,3,"Passenger, Person 612",male,30.7,0,0,TICKET_1612,7.23,Q
613,1,3,"Passenger, Person 613",male,3.0,0,1,TICKET_1613,14.94,S
614,0,1,"Passenger, Person 614",male,53.0,1,0,TICKET_1614,48.99,C
615,1,3,"Passenger, Person 615",male,0.5,1,0,TICKET_1615,10.22,C
616,0,3,"Passenger, Person 616",male,24.0,1,0,TICKET_1616,8.01,S
617,1,1,"Passenger, Person 617",male,35.7,1,0,TICKET_1617,82.59,C
618,0,2,"Passenger, Person 618",male,30.8,0,0,TICKET_1618,20.08,S
619,1,3,"Passenger, Person 619",female,12.5,1,0,TICKET_1619,19.26,C
620,0,3,"Passenger, Person 620",female,10.9,0,2,TICKET_1620,14.79,S
621,1,1,"Passenger, Person 621",female,26.9,0,0,TICKET_1621,43.42,S
622,1,1,"Passenger, Person 622",female,,0,0,TICKET_1622,63.87,S
623,0,2,"Passenger, Person 623",male,80.0,0,1,TICKET_1623,17.42,S
624,0,3,"Passenger, Person 624",male,14.4,0,0,TICKET_1624,16.09,S
625,0,3,"Passenger, Person 625",male,27.2,0,1,TICKET_1625,17.33,S
626,0,2,"Passenger, Person 626",male,,0,0,TICKET_1626,36.13,S
627,0,3,"Passenger, Person 627",female,32.0,0,2,TICKET_1627,9.41,S
628,0,3,"Passenger, Person 628",male,20.1,0,0,TICKET_1628,7.15,C
629,1,1,"Passenger, Person 629",female,15.5,0,0,TICKET_1629,59.98,Q
630,0,2,"Passenger, Person 630",male,21.6,0,0,TICKET_1630,14.27,S
631,0,3,"Passenger, Person 631",female,25.1,1,0,TICKET_1631,19.5,C
632,0,3,"Passenger, Person 632",male,21.1,1,0,TICKET_1632,8.72,S
633,0,3,"Passenger, Person 633",male,,1,0,TICKET_1633,9.43,C
634,0,3,"Passenger, Person 634",male,27.5,0,0,TICKET_1634,12.75,S
635,0,1,"Passenger, Person 635",male,34.3,1,0,TICKET_1635,125.11,S
636,0,2,"Passenger, Person 636",male,,0,1,TICKET_1636,24.04,S
637,0,3,"Passenger, Person 637",male,8.3,0,0,TICKET_1637,12.14,S
638,1,2,"Passenger, Person 638",female,22.0,0,0,TICKET_1638,35.82,C
639,0,2,"Passenger, Person 639",male,33.7,1,0,TICKET_1639,11.08,C
640,1,2,"Passenger, Person 640",male,19.5,0,0,TICKET_1640,126.12,S
641,1,1,"Passenger, Person 641",male,57.0,0,0,TICKET_1641,34.93,S
642,1,2,"Passenger, Person 642",female,,0,1,TICKET_1642,45.9,C
643,0,1,"Passenger, Person 643",male,,1,1,TICKET_1643,56.28,C
644,0,2,"Passenger, Person 644",male,26.7,0,0,TICKET_1644,44.92,S
645,0,1,"Passenger, Person 645",male,63.2,0,1,TICKET_1645,51.03,S
646,0,3,"Passenger, Person 646",male,34.7,0,0,TICKET_1646,12.16,S
647,1,3,"Passenger, Person 647",female,13.1,0,0,TICKET_1647,10.06,S
648,0,3,"Passenger, Person 648",male,30.0,0,0,TICKET_1648,9.48,S
649,0,3,"Passenger, Person 649",male,14.7,0,0,TICKET_1649,34.29,S
650,1,3,"Passenger, Person 650",female,26.2,1,0,TICKET_1650,8.4,C
651,0,1,"Passenger, Person 651",male,44.7,0,0,TICKET_1651,43.93,S
652,0,3,"Passenger, Person 652",male,3.5,1,0,TICKET_1652,40.16,Q
653,0,3,"Passenger, Person 653",male,20.4,0,0,TICKET_1653,7.16,C
654,0,3,"Passenger, Person 654",female,23.5,0,0,TICKET_1654,16.61,Q
655,0,2,"Passenger, Person 655",male,,0,1,TICKET_1655,23.21,S
656,0,1,"Passenger, Person 656",female,30.9,0,0,TICKET_1656,41.16,C
657,0,2,"Passenger, Person 657",male,41.8,0,0,TICKET_1657,19.78,S
658,0,2,"Passenger, Person 658",male,,1,0,TICKET_1658,13.88,S
659,0,3,"Passenger, Person 659",male,24.5,0,0,TICKET_1659,7.09,S
660,1,3,"Passenger, Person 660",female,,0,0,TICKET_1660,14.09,S
661,0,2,"Passenger, Person 661",male,41.4,1,0,TICKET_1661,23.64,C
662,0,3,"Passenger, Person 662",female,39.1,0,0,TICKET_1662,23.53,C
663,1,3,"Passenger, Person 663",female,10.9,1,0,TICKET_1663,7.7,S
664,0,1,"Passenger, Person 664",male,,0,0,TICKET_1664,93.92,S
665,1,1,"Passenger, Person 665",male,38.0,0,0,TICKET_1665,228.36,S
666,0,1,"Passenger, Person 666",male,37.9,1,0,TICKET_1666,25.2,S
667,1,2,"Passenger, Person 667",male,23.9,0,0,TICKET_1667,10.92,C
668,1,1,"Passenger, Person 668",female,40.2,0,1,TICKET_1668,195.83,S
669,0,1,"Passenger, Person 669",female,,1,0,TICKET_1669,199.86,Q
670,0,2,"Passenger, Person 670",male,37.3,0,1,TICKET_1670,15.1,S
671,1,1,"Passenger, Person 671",male,28.8,0,0,TICKET_1671,119.34,S
672,1,3,"Passenger, Person 672",female,20.2,0,2,TICKET_1672,9.97,S
673,1,1,"Passenger, Person 673",male,,1,0,TICKET_1673,71.88,S
674,0,3,"Passenger, Person 674",female,,2,0,TICKET_1674,10.88,S
675,0,2,"Passenger, Person 675",male,,0,2,TICKET_1675,10.21,C
676,0,3,"Passenger, Person 676",female,21.3,0,0,TICKET_1676,38.01,C
677,0,1,"Passenger, Person 677",male,41.7,1,0,TICKET_1677,34.43,S
678,0,2,"Passenger, Person 678",male,44.7,0,0,TICKET_1678,18.49,S
679,0,3,"Passenger, Person 679",male,36.7,0,0,TICKET_1679,12.24,S
680,1,3,"Passenger, Person 680",male,8.5,1,1,TICKET_1680,14.82,S
681,0,3,"Passenger, Person 681",male,44.3,1,0,TICKET_1681,21.18,S
682,0,2,"Passenger, Person 682",female,16.7,1,0,TICKET_1682,15.57,S
683,1,1,"Passenger, Person 683",female,,0,0,TICKET_1683,77.72,C
684,0,3,"Passenger, Person 684",male,19.4,0,0,TICKET_1684,11.21,S
685,0,3,"Passenger, Person 685",male,23.2,0,0,TICKET_1685,10.76,Q
686,0,3,"Passenger, Person 686",male,,0,0,TICKET_1686,27.78,S
687,0,3,"Passenger, Person 687",male,18.7,0,0,TICKET_1687,21.13,Q
