customer_id,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,support_tickets,paperless_billing,senior_citizen,churn
CUST_10320,62,Month-to-month,Fiber optic,Bank transfer,83.8,5208.95,0,Yes,0,0
CUST_10321,22,Month-to-month,DSL,Electronic check,61.2,1362.26,1,Yes,1,1
CUST_10322,58,Two year,Fiber optic,Bank transfer,75.87,4406.02,0,Yes,0,0
CUST_10323,58,Month-to-month,DSL,Mailed check,51.51,2984.08,1,Yes,0,0
CUST_10324,49,Month-to-month,Fiber optic,Electronic check,76.42,3750.9,1,No,0,0
CUST_10325,52,One year,DSL,Electronic check,53.44,2791.0,0,No,0,0
CUST_10326,42,One year,DSL,Bank transfer,65.0,2731.74,0,No,1,0
CUST_10327,70,Month-to-month,Fiber optic,Electronic check,85.35,5977.93,0,No,0,1
CUST_10328,15,Month-to-month,DSL,Credit card,37.91,564.9,2,Yes,0,0
CUST_10329,54,Month-to-month,Fiber optic,Credit card,76.91,4133.09,1,No,0,1
CUST_10330,60,One year,DSL,Credit card,56.05,3360.38,1,No,0,0
CUST_10331,8,One year,DSL,Electronic check,68.88,540.88,2,No,0,1
CUST_10332,53,Month-to-month,Fiber optic,Credit card,78.75,4163.64,4,No,1,1
CUST_10333,60,Two year,DSL,Mailed check,55.61,3358.11,2,Yes,0,0
CUST_10334,5,Two year,DSL,Electronic check,62.6,327.27,0,Yes,0,0
CUST_10335,68,One year,Fiber optic,Electronic check,78.38,5304.44,1,No,0,0
CUST_10336,6,Two year,DSL,Electronic check,47.26,267.29,1,Yes,0,1
CUST_10337,47,Month-to-month,Fiber optic,Bank transfer,107.13,5029.66,4,Yes,0,1
CUST_10338,55,Month-to-month,DSL,Mailed check,46.56,2551.19,0,No,0,0
CUST_10339,40,Month-to-month,DSL,Electronic check,61.42,2461.56,1,Yes,0,0
CUST_10340,52,Month-to-month,Fiber optic,Bank transfer,81.68,4228.71,1,Yes,0,0
CUST_10341,16,Month-to-month,DSL,Electronic check,31.71,521.74,2,Yes,0,1
CUST_10342,13,Two year,DSL,Bank transfer,49.26,639.72,1,No,0,0
CUST_10343,30,Month-to-month,DSL,Mailed check,58.35,1745.39,5,Yes,0,1
CUST_10344,19,Month-to-month,DSL,Credit card,50.94,967.65,2,No,0,1
CUST_10345,17,Month-to-month,Fiber optic,Credit card,97.19,1645.97,0,Yes,0,1
CUST_10346,63,Two year,DSL,Mailed check,68.21,4266.77,1,Yes,0,0
CUST_10347,19,Month-to-month,Fiber optic,Mailed check,96.94,1842.04,2,Yes,0,1
CUST_10348,58,Month-to-month,No,Mailed check,24.68,1426.63,1,No,0,1
CUST_10349,55,Month-to-month,Fiber optic,Credit card,110.78,6078.58,1,Yes,0,0
CUST_10350,62,Month-to-month,No,Electronic check,29.78,1862.82,1,No,0,0
CUST_10351,23,Two year,DSL,Electronic check,73.35,1697.09,0,No,0,0
CUST_10352,9,Two year,No,Electronic check,20.13,217.75,0,No,0,0
CUST_10353,12,Month-to-month,DSL,Mailed check,71.67,872.56,0,No,0,0
CUST_10354,1,Two year,Fiber optic,Mailed check,95.48,85.83,3,Yes,0,1
CUST_10355,58,One year,Fiber optic,Credit card,84.64,4895.53,0,Yes,0,0
CUST_10356,1,Two year,DSL,Electronic check,77.12,69.71,1,No,0,0
CUST_10357,34,Month-to-month,Fiber optic,Mailed check,111.45,3779.3,2,No,1,1
CUST_10358,48,Month-to-month,Fiber optic,Credit card,75.76,3638.11,1,No,0,0
CUST_10359,1,Month-to-month,DSL,Credit card,52.31,29.23,1,No,1,1
CUST_10360,16,One year,DSL,Mailed check,47.04,762.35,1,No,0,0
CUST_10361,61,Month-to-month,Fiber optic,Mailed check,98.74,6024.51,1,Yes,0,1
CUST_10362,64,Month-to-month,Fiber optic,Electronic check,73.71,4725.43,1,No,0,1
CUST_10363,63,Month-to-month,No,Credit card,18.77,1165.35,2,No,0,0
CUST_10364,69,One year,Fiber optic,Electronic check,101.44,7003.06,2,No,0,1
CUST_10365,22,Month-to-month,No,Credit card,19.1,439.69,1,Yes,0,1
CUST_10366,67,One year,Fiber optic,Bank transfer,87.82,5871.03,1,No,0,0
CUST_10367,26,Two year,DSL,Mailed check,60.1,1549.28,2,No,0,1
CUST_10368,16,Month-to-month,DSL,Electronic check,63.77,1031.0,1,Yes,0,0
CUST_10369,51,One year,Fiber optic,Mailed check,93.52,,2,No,0,0
CUST_10370,57,Month-to-month,Fiber optic,Mailed check,87.65,4992.55,1,Yes,1,0
CUST_10371,29,Two year,DSL,Electronic check,61.61,1808.83,3,No,0,0
CUST_10372,69,Month-to-month,DSL,Bank transfer,50.99,3505.2,2,Yes,0,1
CUST_10373,47,One year,No,Credit card,23.15,1111.22,1,Yes,0,0
CUST_10374,62,Two year,Fiber optic,Bank transfer,88.95,5509.86,2,Yes,0,0
CUST_10375,69,Two year,Fiber optic,Bank transfer,95.08,6543.7,4,No,0,0
CUST_10376,16,One year,Fiber optic,Electronic check,88.0,1417.06,0,Yes,0,0
CUST_10377,48,Month-to-month,DSL,Mailed check,49.97,2400.18,3,No,0,0
CUST_10378,39,One year,DSL,Electronic check,46.84,1826.96,1,No,0,1
CUST_10379,33,Two year,DSL,Bank transfer,50.99,1671.14,3,No,0,0
CUST_10380,23,One year,DSL,Credit card,61.12,1407.27,0,Yes,0,1
CUST_10381,10,Month-to-month,Fiber optic,Bank transfer,98.53,954.29,0,No,1,1
CUST_10382,69,Two year,Fiber optic,Electronic check,74.03,5111.35,1,No,0,0
CUST_10383,34,One year,Fiber optic,Mailed check,78.09,2674.52,4,Yes,0,0
CUST_10384,52,One year,No,Bank transfer,28.07,1433.16,2,Yes,0,0
CUST_10385,10,Month-to-month,DSL,Mailed check,57.89,572.8,3,Yes,1,1
CUST_10386,19,One year,Fiber optic,Credit card,91.76,1730.32,2,No,0,1
CUST_10387,58,Month-to-month,Fiber optic,Credit card,69.11,3985.71,4,Yes,0,1
CUST_10388,1,One year,No,Bank transfer,18.0,18.0,5,Yes,1,1
CUST_10389,69,Month-to-month,DSL,Mailed check,59.62,,2,No,0,0
CUST_10390,4,One year,Fiber optic,Electronic check,70.92,280.04,1,Yes,0,1
CUST_10391,16,Two year,Fiber optic,Electronic check,83.74,1357.08,2,No,0,0
CUST_10392,24,Month-to-month,DSL,Mailed check,48.95,1151.96,2,No,0,1
CUST_10393,2,Two year,DSL,Mailed check,62.34,129.1,1,Yes,1,1
CUST_10394,32,Month-to-month,Fiber optic,Bank transfer,80.11,2566.81,3,No,0,0
CUST_10395,24,Two year,Fiber optic,Bank transfer,102.66,,2,Yes,0,0
CUST_10396,12,One year,DSL,Electronic check,58.61,711.89,3,Yes,0,0
CUST_10397,50,One year,Fiber optic,Mailed check,85.6,4289.43,0,No,0,1
CUST_10398,35,One year,DSL,Electronic check,76.14,2675.39,1,Yes,0,1
CUST_10399,33,Two year,Fiber optic,Electronic check,78.94,2591.16,1,No,0,0
CUST_10400,33,Month-to-month,DSL,Credit card,60.15,1976.36,1,Yes,1,0
CUST_10401,61,Month-to-month,No,Electronic check,31.11,1914.46,1,Yes,0,0
CUST_10402,51,One year,DSL,Mailed check,66.13,3341.87,0,No,0,0
CUST_10403,43,Two year,DSL,Electronic check,44.07,1884.78,1,Yes,0,0
CUST_10404,12,One year,DSL,Credit card,61.1,713.24,3,No,0,1
CUST_10405,67,One year,DSL,Bank transfer,34.2,2294.91,4,Yes,0,0
CUST_10406,65,Month-to-month,Fiber optic,Electronic check,82.84,5378.28,1,No,0,0
CUST_10407,33,Two year,DSL,Mailed check,44.2,1467.99,0,Yes,0,0
CUST_10408,40,Month-to-month,Fiber optic,Bank transfer,87.0,3478.37,1,Yes,0,1
CUST_10409,43,Month-to-month,DSL,Credit card,68.57,2925.32,0,Yes,0,0
CUST_10410,44,Month-to-month,DSL,Electronic check,63.23,2759.62,1,Yes,0,1
CUST_10411,29,Month-to-month,DSL,Credit card,67.24,1949.87,2,No,0,1
CUST_10412,13,Month-to-month,DSL,Credit card,66.21,849.16,3,Yes,0,1
CUST_10413,12,Month-to-month,DSL,Credit card,49.76,589.13,2,Yes,0,1
CUST_10414,46,One year,Fiber optic,Bank transfer,97.21,4485.74,0,Yes,0,0
CUST_10415,2,Month-to-month,Fiber optic,Bank transfer,94.24,199.87,0,No,0,1
CUST_10416,35,Month-to-month,Fiber optic,Mailed check,92.79,3274.62,1,No,0,1
CUST_10417,8,Month-to-month,Fiber optic,Bank transfer,94.73,753.09,1,Yes,1,0
CUST_10418,26,Month-to-month,Fiber optic,Mailed check,83.06,2149.94,4,Yes,0,1
CUST_10419,34,Month-to-month,DSL,Bank transfer,36.32,1241.15,1,Yes,0,1
CUST_10420,7,Month-to-month,Fiber optic,Mailed check,73.24,504.27,2,No,0,1
CUST_10421,68,One year,No,Bank transfer,31.46,2131.36,0,Yes,0,0
CUST_10422,58,One year,Fiber optic,Credit card,99.55,5770.87,3,Yes,0,1
CUST_10423,29,One year,Fiber optic,Electronic check,79.08,2318.11,1,No,0,0
CUST_10424,36,Month-to-month,DSL,Credit card,57.84,2092.8,1,No,1,1
CUST_10425,21,Month-to-month,Fiber optic,Mailed check,82.76,1750.09,2,Yes,1,1
CUST_10426,36,Two year,Fiber optic,Credit card,76.89,2792.16,3,No,0,1
CUST_10427,10,Month-to-month,Fiber optic,Mailed check,71.87,732.24,0,Yes,0,0
CUST_10428,24,Month-to-month,No,Mailed check,29.48,690.55,3,No,0,0
CUST_10429,64,Month-to-month,DSL,Credit card,51.53,3311.23,4,Yes,0,1
CUST_10430,49,Month-to-month,DSL,Electronic check,64.74,3187.47,5,Yes,0,1
CUST_10431,36,Month-to-month,Fiber optic,Credit card,110.4,3984.18,0,No,0,0
CUST_10432,24,Month-to-month,Fiber optic,Mailed check,74.91,1794.91,0,Yes,0,0
CUST_10433,23,One year,DSL,Mailed check,40.64,942.91,0,Yes,0,0
CUST_10434,62,Month-to-month,DSL,Electronic check,52.4,3248.5,0,Yes,0,0
CUST_10435,37,One year,DSL,Bank transfer,48.44,1777.61,1,No,1,1
CUST_10436,12,One year,DSL,Electronic check,53.2,627.46,1,Yes,1,1
CUST_10437,55,Two year,Fiber optic,Electronic check,83.82,4620.66,0,No,0,1
CUST_10438,13,One year,Fiber optic,Electronic check,71.1,910.71,0,Yes,0,0
CUST_10439,23,Two year,DSL,Electronic check,50.49,1149.1,2,Yes,1,1
CUST_10440,30,Month-to-month,DSL,Credit card,61.55,1857.8,3,Yes,0,0
CUST_10441,17,Month-to-month,DSL,Credit card,55.93,952.82,3,Yes,0,1
CUST_10442,62,Month-to-month,DSL,Mailed check,56.75,3527.16,0,No,0,0
CUST_10443,13,One year,Fiber optic,Bank transfer,97.0,1242.56,4,No,1,1
CUST_10444,59,Two year,No,Electronic check,29.39,1742.25,2,Yes,0,0
CUST_10445,19,Month-to-month,Fiber optic,Bank transfer,76.83,1449.87,1,Yes,0,0
CUST_10446,49,Two year,DSL,Credit card,38.9,1890.85,0,No,1,0
CUST_10447,12,Month-to-month,No,Credit card,22.54,262.9,2,No,0,0
CUST_10448,61,Two year,Fiber optic,Mailed check,81.62,4999.25,1,No,1,1
CUST_10449,19,Month-to-month,Fiber optic,Bank transfer,86.18,1631.95,2,No,0,1
CUST_10450,9,Month-to-month,Fiber optic,Electronic check,86.85,814.67,3,Yes,0,1
CUST_10451,71,Month-to-month,DSL,Credit card,53.17,3744.14,2,No,0,1
CUST_10452,28,Month-to-month,DSL,Electronic check,44.94,1235.13,4,Yes,0,1
CUST_10453,52,Month-to-month,DSL,Bank transfer,45.24,,2,Yes,0,0
CUST_10454,16,Month-to-month,DSL,Bank transfer,52.03,856.11,0,No,0,1
CUST_10455,69,Two year,DSL,Bank transfer,51.99,3574.36,2,No,0,0
CUST_10456,12,Month-to-month,Fiber optic,Electronic check,101.06,1213.75,0,No,1,1
CUST_10457,25,Month-to-month,Fiber optic,Credit card,89.42,2246.18,3,Yes,0,1
CUST_10458,52,One year,Fiber optic,Electronic check,83.43,4334.92,0,Yes,0,0
CUST_10459,53,One year,DSL,Bank transfer,51.95,2755.6,1,Yes,0,0
CUST_10460,23,Month-to-month,No,Electronic check,20.1,462.46,0,No,0,1
CUST_10461,16,Month-to-month,No,Electronic check,28.27,430.1,2,Yes,0,0
CUST_10462,57,Month-to-month,Fiber optic,Mailed check,75.81,4316.0,0,No,0,0
CUST_10463,39,Month-to-month,No,Mailed check,24.52,956.47,1,Yes,0,0
CUST_10464,53,One year,Fiber optic,Electronic check,58.62,3108.41,0,No,0,0
CUST_10465,42,Month-to-month,No,Electronic check,25.61,1049.66,1,No,0,0
CUST_10466,58,Month-to-month,DSL,Mailed check,65.0,3781.31,3,Yes,0,1
CUST_10467,39,One year,DSL,Bank transfer,46.02,1796.72,2,Yes,0,0
CUST_10468,14,Month-to-month,DSL,Credit card,57.61,790.71,0,No,0,0
CUST_10469,5,One year,DSL,Electronic check,54.75,300.74,1,Yes,0,1
CUST_10470,35,Month-to-month,DSL,Mailed check,53.41,1864.15,2,No,0,0
CUST_10471,18,Two year,Fiber optic,Electronic check,86.35,1550.08,1,No,0,0
CUST_10472,9,Month-to-month,Fiber optic,Electronic check,98.75,898.38,1,Yes,0,0
CUST_10473,58,Two year,Fiber optic,Bank transfer,83.82,4889.82,1,No,0,0
CUST_10474,17,One year,DSL,Bank transfer,66.36,1138.34,0,Yes,1,1
CUST_10475,7,Month-to-month,Fiber optic,Electronic check,77.75,556.64,1,No,0,0
CUST_10476,46,One year,Fiber optic,Electronic check,80.28,3677.86,0,Yes,0,0
CUST_10477,13,Two year,DSL,Electronic check,58.55,762.45,0,No,0,1
CUST_10478,40,One year,Fiber optic,Credit card,83.17,3318.82,2,Yes,1,0
CUST_10479,42,Two year,DSL,Credit card,56.98,2403.72,1,Yes,0,0
CUST_10480,9,Two year,DSL,Electronic check,46.71,432.34,2,Yes,0,1
CUST_10481,50,Month-to-month,No,Electronic check,24.83,1266.0,2,No,0,0
CUST_10482,27,Month-to-month,DSL,Credit card,51.51,1358.39,1,Yes,0,1
CUST_10483,66,One year,Fiber optic,Credit card,82.9,5461.94,2,No,0,1
CUST_10484,5,Month-to-month,No,Mailed check,24.82,143.6,0,Yes,0,1
CUST_10485,29,Two year,Fiber optic,Electronic check,84.27,2422.81,0,No,0,0
CUST_10486,37,Two year,DSL,Electronic check,48.1,1791.78,5,No,0,1
CUST_10487,38,Month-to-month,DSL,Bank transfer,55.42,2122.97,0,Yes,0,0
CUST_10488,8,Month-to-month,DSL,Mailed check,52.64,420.69,0,Yes,0,0
CUST_10489,65,One year,Fiber optic,Electronic check,96.79,6270.03,1,Yes,0,0
CUST_10490,17,Month-to-month,Fiber optic,Bank transfer,83.83,1423.29,0,Yes,1,1
CUST_10491,71,Two year,DSL,Electronic check,42.05,3007.43,0,Yes,0,0
CUST_10492,45,Month-to-month,No,Bank transfer,21.74,1001.39,0,No,0,0
CUST_10493,4,One year,Fiber optic,Electronic check,108.21,435.96,1,Yes,0,1
CUST_10494,36,Month-to-month,DSL,Electronic check,36.61,1303.3,2,No,1,1
CUST_10495,70,One year,Fiber optic,Bank transfer,96.24,6762.88,0,No,0,0
CUST_10496,31,Month-to-month,Fiber optic,Mailed check,64.5,2011.81,1,Yes,0,0
CUST_10497,19,One year,DSL,Credit card,47.82,894.91,1,No,0,1
CUST_10498,61,Month-to-month,DSL,Mailed check,53.89,3292.43,2,Yes,0,1
CUST_10499,54,One year,Fiber optic,Electronic check,81.93,4428.67,1,No,0,0
CUST_10500,39,Two year,Fiber optic,Bank transfer,81.33,3162.32,1,Yes,0,0
CUST_10501,19,Month-to-month,Fiber optic,Electronic check,93.82,,3,No,0,1
CUST_10502,39,Month-to-month,Fiber optic,Credit card,93.13,3648.66,1,No,0,1
CUST_10503,67,Month-to-month,DSL,Mailed check,73.53,4922.07,0,Yes,0,1
CUST_10504,45,One year,DSL,Mailed check,59.46,2693.82,0,No,0,0
CUST_10505,13,One year,Fiber optic,Electronic check,91.73,1166.16,0,Yes,0,1
CUST_10506,58,Month-to-month,DSL,Mailed check,49.76,2919.35,2,Yes,0,1
CUST_10507,20,Month-to-month,DSL,Credit card,60.39,1208.66,5,No,1,1
CUST_10508,61,Month-to-month,Fiber optic,Credit card,65.24,3995.74,4,Yes,0,1
CUST_10509,39,One year,No,Electronic check,23.06,902.62,1,No,0,0
CUST_10510,1,Month-to-month,Fiber optic,Electronic check,76.89,64.54,0,Yes,1,1
CUST_10511,3,Two year,No,Credit card,18.0,53.45,3,No,0,0
CUST_10512,62,Month-to-month,DSL,Credit card,55.25,3396.86,3,Yes,0,1
CUST_10513,63,One year,No,Electronic check,18.0,1144.33,2,Yes,1,0
CUST_10514,25,Month-to-month,DSL,Mailed check,51.0,1277.91,0,Yes,0,1
CUST_10515,56,Month-to-month,No,Electronic check,20.02,1118.25,1,Yes,0,0
CUST_10516,33,One year,No,Credit card,22.76,762.37,1,Yes,1,0
CUST_10517,38,One year,Fiber optic,Electronic check,85.89,3264.38,2,Yes,1,1
CUST_10518,6,Two year,No,Electronic check,27.24,172.54,4,Yes,0,1
CUST_10519,58,Month-to-month,Fiber optic,Bank transfer,81.9,4764.63,1,Yes,0,0
CUST_10520,44,Month-to-month,DSL,Electronic check,76.77,3369.64,1,Yes,0,0
CUST_10521,45,One year,Fiber optic,Mailed check,90.16,4044.67,1,Yes,0,0
CUST_10522,32,One year,Fiber optic,Mailed check,95.16,3019.28,2,Yes,0,0
CUST_10523,45,Month-to-month,DSL,Electronic check,40.24,1812.64,2,No,0,0
CUST_10524,61,Month-to-month,Fiber optic,Mailed check,81.15,4956.93,3,Yes,1,1
CUST_10525,47,Month-to-month,No,Mailed check,28.44,1316.83,0,Yes,1,1
CUST_10526,21,Two year,DSL,Electronic check,48.71,1044.22,0,Yes,0,0
CUST_10527,36,Month-to-month,Fiber optic,Bank transfer,65.29,2338.1,3,No,0,1
CUST_10528,19,Month-to-month,No,Credit card,30.63,,0,Yes,0,0
CUST_10529,20,Month-to-month,No,Bank transfer,24.21,506.62,2,No,0,1
CUST_10530,57,Month-to-month,No,Electronic check,24.99,1394.83,1,Yes,0,0
CUST_10531,18,Month-to-month,Fiber optic,Electronic check,112.37,2037.12,1,Yes,0,0
CUST_10532,47,Month-to-month,No,Electronic check,25.68,1217.78,1,No,0,1
CUST_10533,49,Month-to-month,Fiber optic,Mailed check,80.98,3972.81,1,Yes,1,1
CUST_10534,14,Two year,DSL,Mailed check,55.04,762.72,0,Yes,0,1
CUST_10535,15,Month-to-month,Fiber optic,Bank transfer,84.51,1275.19,2,No,0,1
CUST_10536,31,Month-to-month,Fiber optic,Electronic check,87.93,2741.56,3,No,0,1
CUST_10537,1,Two year,DSL,Electronic check,47.77,32.98,3,No,0,1
CUST_10538,54,One year,Fiber optic,Mailed check,86.8,4701.85,1,No,1,0
CUST_10539,3,Month-to-month,Fiber optic,Bank transfer,108.18,338.5,2,No,0,1
CUST_10540,16,Month-to-month,DSL,Electronic check,41.66,,2,No,0,1
CUST_10541,57,Month-to-month,Fiber optic,Bank transfer,77.68,4419.69,2,Yes,0,1
CUST_10542,12,One year,Fiber optic,Electronic check,80.24,976.91,1,No,0,0
CUST_10543,16,Two year,Fiber optic,Credit card,71.43,1150.5,3,No,1,0
CUST_10544,24,One year,DSL,Credit card,63.78,1515.48,1,Yes,0,1
CUST_10545,28,One year,DSL,Electronic check,47.3,1318.89,1,Yes,0,0
CUST_10546,8,One year,DSL,Electronic check,48.66,401.57,1,Yes,0,1
CUST_10547,36,Month-to-month,No,Mailed check,21.27,767.44,1,No,0,1
CUST_10548,8,Month-to-month,DSL,Electronic check,61.84,511.01,3,Yes,0,1
CUST_10549,58,One year,Fiber optic,Bank transfer,101.39,,1,No,0,0
CUST_10550,60,Two year,DSL,Credit card,45.2,2697.0,3,Yes,0,0
CUST_10551,50,Month-to-month,DSL,Bank transfer,51.04,2584.9,4,No,1,1
CUST_10552,28,One year,Fiber optic,Credit card,75.89,2099.71,1,Yes,0,0
CUST_10553,41,Month-to-month,Fiber optic,Mailed check,76.35,3122.85,2,No,0,1
CUST_10554,64,Month-to-month,DSL,Electronic check,53.29,3414.76,0,No,1,0
CUST_10555,27,Month-to-month,Fiber optic,Bank transfer,85.39,2320.32,3,No,0,1
CUST_10556,63,Month-to-month,DSL,Mailed check,40.43,2556.79,1,No,0,0
CUST_10557,17,One year,Fiber optic,Bank transfer,92.1,1600.37,2,No,0,1
CUST_10558,33,Month-to-month,Fiber optic,Electronic check,85.86,2831.62,1,Yes,0,1
CUST_10559,29,One year,DSL,Electronic check,62.93,1811.88,2,Yes,0,0
CUST_10560,13,One year,DSL,Credit card,59.19,766.17,1,No,0,0
CUST_10561,46,Two year,DSL,Electronic check,58.6,2690.8,4,Yes,0,1
CUST_10562,35,Month-to-month,No,Credit card,18.79,656.63,1,Yes,0,0
CUST_10563,6,Month-to-month,No,Credit card,23.38,125.54,1,Yes,0,0
CUST_10564,69,Month-to-month,DSL,Bank transfer,48.02,3325.14,1,Yes,0,0
CUST_10565,47,Two year,Fiber optic,Bank transfer,82.15,3866.61,2,Yes,0,1
CUST_10566,25,Two year,DSL,Bank transfer,50.85,1252.29,0,No,0,0
CUST_10567,66,Month-to-month,DSL,Credit card,43.74,2901.36,1,Yes,0,1
CUST_10568,10,Two year,Fiber optic,Electronic check,80.43,792.13,2,Yes,0,0
CUST_10569,56,Month-to-month,No,Mailed check,21.57,1190.18,1,Yes,0,0
CUST_10570,30,One year,No,Bank transfer,28.26,849.11,1,No,0,0
CUST_10571,5,Month-to-month,Fiber optic,Mailed check,70.04,323.83,3,No,1,1
CUST_10572,33,One year,DSL,Mailed check,74.99,2483.51,1,No,0,0
CUST_10573,65,Month-to-month,Fiber optic,Electronic check,77.84,5017.02,1,Yes,0,0
CUST_10574,18,Two year,DSL,Bank transfer,53.98,,1,No,0,1
CUST_10575,49,One year,Fiber optic,Credit card,88.25,4347.88,4,No,0,1
CUST_10576,11,One year,DSL,Electronic check,68.38,741.88,0,No,0,0
CUST_10577,26,Month-to-month,Fiber optic,Credit card,74.2,1921.53,2,No,1,1
CUST_10578,63,Month-to-month,DSL,Bank transfer,40.9,2595.8,4,Yes,1,1
CUST_10579,59,Month-to-month,DSL,Credit card,65.86,3873.85,0,Yes,0,0
CUST_10580,27,Month-to-month,No,Bank transfer,22.97,631.64,2,Yes,0,0
CUST_10581,49,Month-to-month,DSL,Bank transfer,46.39,2290.72,1,Yes,0,1
CUST_10582,33,Two year,Fiber optic,Electronic check,72.92,2413.54,0,No,0,1
CUST_10583,1,One year,DSL,Credit card,52.31,30.64,1,No,0,0
CUST_10584,21,Month-to-month,DSL,Electronic check,54.88,1143.42,0,No,1,0
CUST_10585,55,Month-to-month,DSL,Credit card,70.87,3938.55,1,Yes,1,1
CUST_10586,6,Month-to-month,DSL,Credit card,64.57,380.06,1,Yes,1,1
CUST_10587,69,One year,No,Electronic check,24.53,1737.36,0,Yes,0,0
CUST_10588,5,Month-to-month,DSL,Electronic check,58.89,320.08,2,Yes,0,1
CUST_10589,3,Two year,No,Bank transfer,26.23,86.48,0,Yes,0,0
CUST_10590,53,Month-to-month,Fiber optic,Electronic check,94.12,4992.82,3,No,0,0
CUST_10591,23,Two year,Fiber optic,Credit card,103.35,2370.08,1,Yes,0,1
CUST_10592,53,Two year,Fiber optic,Electronic check,88.15,4670.62,2,No,0,0
CUST_10593,37,Month-to-month,Fiber optic,Electronic check,77.68,2863.83,1,Yes,0,1
CUST_10594,17,Two year,Fiber optic,Credit card,86.74,1473.63,0,No,0,0
CUST_10595,1,Month-to-month,DSL,Bank transfer,52.07,31.64,0,Yes,0,1
CUST_10596,51,Two year,DSL,Credit card,28.81,,0,Yes,0,0
CUST_10597,45,Month-to-month,No,Electronic check,25.87,1183.67,2,No,0,1
CUST_10598,4,Two year,No,Bank transfer,18.0,47.82,4,No,0,1
CUST_10599,62,Two year,No,Bank transfer,25.41,1588.71,4,Yes,0,0
CUST_10600,65,Two year,Fiber optic,Bank transfer,79.69,5151.43,1,Yes,0,0
CUST_10601,32,One year,Fiber optic,Bank transfer,80.91,2598.56,1,Yes,0,0
CUST_10602,34,Month-to-month,Fiber optic,Bank transfer,78.2,2655.69,2,No,0,1
CUST_10603,39,Month-to-month,Fiber optic,Mailed check,71.56,2810.66,2,No,0,0
CUST_10604,26,Month-to-month,DSL,Electronic check,60.29,1562.56,3,Yes,0,1
CUST_10605,34,Month-to-month,Fiber optic,Bank transfer,111.23,3751.68,3,Yes,1,1
CUST_10606,54,One year,DSL,Electronic check,41.26,2225.22,2,No,1,0
CUST_10607,3,Month-to-month,DSL,Bank transfer,64.67,196.4,1,Yes,0,1
CUST_10608,50,Two year,No,Electronic check,19.44,970.02,3,No,0,0
CUST_10609,12,One year,DSL,Bank transfer,42.91,523.55,2,Yes,1,0
CUST_10610,65,Two year,DSL,Bank transfer,40.89,2649.38,0,Yes,0,0
CUST_10611,54,Month-to-month,DSL,Electronic check,53.63,2877.07,3,Yes,0,0
CUST_10612,5,Two year,No,Electronic check,20.64,88.21,2,Yes,1,1
CUST_10613,57,Two year,Fiber optic,Electronic check,70.12,3989.1,3,Yes,0,0
CUST_10614,17,Month-to-month,Fiber optic,Bank transfer,88.52,1496.97,1,No,1,1
CUST_10615,47,One year,Fiber optic,Credit card,84.19,3993.02,1,No,0,0
CUST_10616,23,One year,Fiber optic,Electronic check,71.35,1659.88,1,No,0,1
CUST_10617,14,Month-to-month,DSL,Bank transfer,50.93,723.32,0,No,1,1
CUST_10618,66,Month-to-month,Fiber optic,Electronic check,103.4,6831.09,0,Yes,0,0
CUST_10619,51,Month-to-month,Fiber optic,Mailed check,85.39,4359.39,3,Yes,0,1
CUST_10620,38,Month-to-month,Fiber optic,Credit card,86.22,3280.94,0,No,0,1
CUST_10621,64,Month-to-month,DSL,Electronic check,55.62,3562.13,1,Yes,0,0
CUST_10622,38,Month-to-month,No,Mailed check,19.2,730.2,4,Yes,0,0
CUST_10623,50,Month-to-month,Fiber optic,Electronic check,72.46,3591.62,2,Yes,0,1
CUST_10624,30,Month-to-month,DSL,Electronic check,48.7,1455.46,1,Yes,0,1
CUST_10625,51,Two year,Fiber optic,Electronic check,82.97,4227.87,3,Yes,0,0
CUST_10626,63,Month-to-month,DSL,Electronic check,42.81,2685.8,2,No,0,0
CUST_10627,52,Two year,DSL,Bank transfer,53.96,2797.58,1,No,0,0
CUST_10628,38,Month-to-month,Fiber optic,Mailed check,97.56,3711.79,0,No,1,0
CUST_10629,30,Month-to-month,DSL,Mailed check,47.16,1426.31,0,No,0,1
CUST_10630,51,Month-to-month,Fiber optic,Electronic check,96.24,4912.73,3,No,0,0
CUST_10631,5,Month-to-month,Fiber optic,Electronic check,77.93,400.79,3,Yes,0,1
CUST_10632,29,Month-to-month,DSL,Bank transfer,52.48,1533.32,1,Yes,1,1
CUST_10633,4,One year,No,Credit card,23.29,88.66,3,No,0,1
CUST_10634,10,Month-to-month,DSL,Electronic check,50.8,515.88,1,Yes,0,1
CUST_10635,56,One year,DSL,Credit card,56.11,,1,Yes,0,0
CUST_10636,17,One year,DSL,Bank transfer,59.42,1004.38,4,Yes,0,0
CUST_10637,17,Month-to-month,DSL,Bank transfer,50.82,856.41,1,Yes,0,0
CUST_10638,69,Month-to-month,DSL,Mailed check,48.15,3345.32,2,Yes,0,0
CUST_10639,34,One year,Fiber optic,Electronic check,103.68,3530.18,1,Yes,0,1
CUST_10640,6,Month-to-month,No,Electronic check,26.12,136.7,1,Yes,0,1
CUST_10641,53,Month-to-month,DSL,Bank transfer,32.45,1728.77,2,No,1,1
CUST_10642,66,Two year,Fiber optic,Electronic check,95.33,6305.43,2,Yes,1,0
